,회사명,채용공고 제목,채용공고 세부 사항,기술 세부 사항,링크
50,㈜넥슨,[인텔리전스랩스] 리서치 사이언티스트 (생성 AI),"경력무관,학력무관,경기 성남시,정규직","신기술 리서치, 대화형 AI 모델 개발/서비스, 모델링, 딥러닝, 자연어처리(NLP), 인공지능",https://www.jobkorea.co.kr/Recruit/Co_Read/C/167952
51,㈜에프앤가이드,에프앤가이드 AI팀 인턴 모집,"신입,대졸↑,서울 강서구,인턴","BigData, 딥러닝, 소프트웨어개발, 자연어처리(NLP)",https://www.jobkorea.co.kr/Recruit/Co_Read/C/357159
52,㈜트윔,[미국법인]CS엔지니어 모집,"경력3년↑,대졸↑,미국 조지아주,정규직","딥러닝, 인공지능",https://www.jobkorea.co.kr/Recruit/Co_Read/C/15096107
53,포스코DX,AI 분야 신입/경력직 채용 [정규직] - LLM,"신입·경력,경기 성남시,정규직 외","연구개발, 딥러닝, 성능검증, 인공지능, LLM, 이상감지 모델 개발, 알고리즘 개발, 프로젝트수행, 자연어처리(NLP)",https://www.jobkorea.co.kr/Recruit/Co_Read/C/21585909
54,포스코DX,AI 분야 신입/경력직 채용 [정규직] - Anomaly Detection,"신입·경력,경기 성남시,정규직 외","연구개발, 딥러닝, 성능검증, 인공지능, LLM, 이상감지 모델 개발, 알고리즘 개발, 프로젝트수행, 자연어처리(NLP)",https://www.jobkorea.co.kr/Recruit/Co_Read/C/21585909
55,포스코DX,AI 분야 신입/경력직 채용 [정규직] - Vision,"신입·경력,경기 성남시,정규직 외","연구개발, 딥러닝, 성능검증, 인공지능, LLM, 이상감지 모델 개발, 알고리즘 개발, 프로젝트수행, 자연어처리(NLP)",https://www.jobkorea.co.kr/Recruit/Co_Read/C/21585909
56,포스코DX,AI 분야 신입/경력직 채용 [정규직],"신입·경력,경기 성남시,정규직 외","연구개발, 딥러닝, 성능검증, 인공지능, LLM, 이상감지 모델 개발, 알고리즘 개발, 프로젝트수행, 자연어처리(NLP)",https://www.jobkorea.co.kr/Recruit/Co_Read/C/21585909
57,㈜하이비젼시스템,상용 프로그램 개발자 사원-과장급 채용,"신입·경력,대졸↑,경기 성남시,정규직","c#WPF, gitlab, 딥러닝, 정밀광학, cli, 이미지프로세싱, github",https://www.jobkorea.co.kr/Recruit/Co_Read/C/40907539
58,㈜비바리퍼블리카,[토스뱅크] CSS Modeler (기획/운영),"경력3년↑,학력무관,서울 강남구,정규직","딥러닝, 인공지능, 데이터분석, 분석모델링, 모델링",https://www.jobkorea.co.kr/Recruit/Co_Read/C/19576969
59,GS리테일,[GS리테일] DX본부 편의점DX팀 SW 엔지니어 경력사원 채용,"경력5년↑,대졸↑,서울 영등포구,정규직","마트, 숍마스터, 유통, 네트워크관리, 서버구축, 시스템분석, 시스템설계, 시스템운영, 펌웨어, 서버관리, SI개발, 네트워크관리, 서버구축, 시스템운영, 빅데이터, 데이터레이크, ETL, 데이터파이프라인, 시스템분석, 시스템설계, 정보보안, 아키텍처, 클라이언트, SI개발, 모델링, 딥러닝, 자연어처리(NLP), 음성인식, 이미지프로세싱, 인공지능, 챗봇, 네트워크관리, 클라우드개발자, 클라우드아키텍트, 솔루션스아키텍트",https://www.jobkorea.co.kr/Recruit/Co_Read/C/242684
60,(주)한백전자,(주)한백전자 인공지능 분야 연구원 모집,"경력3년↑,대졸↑,대전 유성구,정규직","임베디드, 딥러닝, 인공지능",https://www.jobkorea.co.kr/Recruit/Co_Read/C/93231
61,㈜티사이언티픽,[티사이언티픽] 공공기관 AI 서비스 개발자 채용,"경력2년↑,초대졸↑,서울 동작구,정규직","솔루션, 인공지능, 모델링, 소프트웨어개발",https://www.jobkorea.co.kr/Recruit/Co_Read/C/926
62,㈜에이치비테크놀러지,MLOps 솔루션 백엔드 & 프론트엔드 S/W 개발자 채용 (경력),"경력2년↑,대졸↑,서울 강남구,정규직","딥러닝, 인공지능, LCD, R&D, 디스플레이, LED, TFT",https://www.jobkorea.co.kr/Recruit/Co_Read/C/66665
63,디아이티㈜,머신비젼SW / 검사장비 비젼 SW개발 경력직 채용,"경력무관,초대졸↑,경기 화성시,정규직,35,000만원 이상","딥러닝, 인공지능, 이미지프로세싱",https://www.jobkorea.co.kr/Recruit/Co_Read/C/24131
64,㈜닷,SW 개발 인재 모집,"경력3년↑,대졸↑,서울 금천구,정규직",소프트웨어개발,https://www.jobkorea.co.kr/Recruit/Co_Read/C/18584793
65,더치트주식회사,클라우드 시스템 엔지니어 / 데브옵스 엔지니어 / DevOps Engineer,"경력3년↑,학력무관,서울 구로구,정규직 외,3,000~10,000만원","빅데이터, 딥러닝, 인공지능, 모델링, 인터넷금융, 데이터마이닝",https://www.jobkorea.co.kr/Recruit/Co_Read/C/16778466
66,원드롭,(주)원드롭 소프트웨어팀 분야별 채용,"경력3년↑,고졸↑,경기 성남시,정규직","바이오, 인공지능, IT개발",https://www.jobkorea.co.kr/Recruit/Co_Read/C/26565070
67,더치트주식회사,"데이터 애널리스트 / 데이터분석 전문가 / 통계 전문가 / Data Analyst (통계전공자, 석사 이상)","경력3년↑,석사↑,서울 마포구,정규직 외,3,000~10,000만원","딥러닝, 인공지능, 모델링, 인터넷금융, 데이터분석, 데이터마이닝",https://www.jobkorea.co.kr/Recruit/Co_Read/C/16778466
68,와이즈넛,연구개발직(자연어처리) 전문연구요원/신입/경력 채용,"신입·경력2년↑,석사↑,경기 성남시,정규직,4,000만원 이상","솔루션, 모델링, 소프트웨어개발, 자연어처리(NLP)",https://www.jobkorea.co.kr/Recruit/Co_Read/C/113396
69,백금티앤에이,[백금티앤에이] SW개발자 모집(신입/경력),"신입·경력2년↑,대졸↑,경기 군포시,정규직",펌웨어,https://www.jobkorea.co.kr/Recruit/Co_Read/C/108295
70,현대오토에버㈜,[스마트팩토리] 요소기술 개발 리딩 - 팀장급,"경력10년↑,학력무관,서울 강남구,정규직","GUI, SM, 빅데이터, OLAP개발자, 데이터관리, 암호화폐, 웹표준·웹접근성, 증강현실, 펌웨어, 데이터레이크, 인터페이스, 검증, GUI, 음성인식, SI개발, DBMS, 시스템설계, 회로설계, 딥러닝, 데이터시각화, 암호화폐, ETL, 시스템분석, 시스템운영, 서버관리, 인공지능, 챗봇, 시스템운영, 정보보안, BI, SI개발, 모델링, 방화벽, 서버구축, 시스템분석, 가상현실, 반응형웹, 이미지프로세싱, 클라이언트, SI개발, 네트워크관리, 웹마스터, 클라이언트, SI개발, 모델링, 보안관제, 시스템분석, 시스템설계, 증강현실, 데이터분석, 인터페이스, 솔루션스아키텍트, 네트워크관리, 펌웨어, MMORPG, 분석모델링, 메타버스, 네트워크관리, 모델링, 정보보안, 데이터마이닝, 클라우드개발자, 아키텍처, 챗봇, 클라이언트, 서버구축, 시스템설계, 반응형웹, 핀테크, DW모델러, HTTP, 서버관리, 암호화폐, 음성인식, 클라우드아키텍트, 핀테크, Dapp, 네트워크관리, 소프트웨어개발, 자연어처리(NLP), 가상현실, 핀테크, DID, 데이터파이프라인, DB튜닝, 스마트컨트랙트, 메타버스",https://www.jobkorea.co.kr/Recruit/Co_Read/C/19481
71,삼정회계법인,[삼정KPMG] AI Center ML/AI 엔지니어 경력직 채용,"경력3년↑,대졸↑,서울 강남구,정규직","LLM, ML, 경제연구소, 자연어처리(NLP), AI, 컨설팅",https://www.jobkorea.co.kr/Recruit/Co_Read/C/38394893
72,㈜오누이,[에듀테크 스타트업 오누이/설탭] AI 엔지니어,"경력5년↑,대졸↑,서울 마포구,정규직","AI엔지니어, 딥러닝, 알고리즘, tensorflow, PyTorch, AI",https://www.jobkorea.co.kr/Recruit/Co_Read/C/25829583
73,㈜헥토이노베이션,헥토이노베이션 직군별 인재 모집(플랫폼기획/광고영업/마이데이터/정보보안/시스템운영/글로벌구독/재무회계),"경력,학력무관,서울 강남구,정규직","관리회계, 수행기사, 빅데이터, 기업홍보, 데이터관리, 안드로이드, 재무회계, 기업홍보, 데이터레이크, 인터페이스, UI·UX기획, 시장조사, 프로모션, 데이터분석, 영상제작, 음성인식, SI개발, 키워드광고, 프로모션, DBMS, 모바일, 딥러닝, 데이터시각화, 브랜드기획, 신사업기획, 자금관리, 브랜딩, 제안·컨설팅, 데이터분석, 서버관리, 인공지능, 재무분석, 챗봇, 재무회계, BI, 제휴마케팅, 매출관리, 모델링, 모바일App, 사업기획, 영어, 모바일디자인, 앱기획, 온라인영업, SI개발, UI·UX기획, 결산, 바이럴마케팅, 재무기획, 오프라인영업, 콘텐츠기획, 결산, 고객관리, 증강현실, 데이터분석, 전략기획, 콘텐츠기획, 스토리보드, 시장분석, 입출금관리, 분석모델링, 브랜드기획, 전략기획, SNS마케팅, 모델링, GUI, 데이터마이닝, 챗봇, SNS마케팅, 언론홍보, 전표입력, 키워드광고, 프로모션, 핀테크, 서비스기획, 재무기획, 콘텐츠기획, 핀테크, 경영기획, 가상현실, 디지털마케팅, 배너광고, 핀테크, 데이터파이프라인, 시장분석, 데이터분석, 이벤트기획, DB튜닝",https://www.jobkorea.co.kr/Recruit/Co_Read/C/37828767
74,코아텍㈜,전기 전자 전공 인공지능 실무업무 경력자,"경력5년↑,대졸↑,경기 안성시,정규직,8,000만원 이상","전기전자, 화학, 인공지능",https://www.jobkorea.co.kr/Recruit/Co_Read/C/135394
75,이트너스㈜,이트너스(주) 기업부설연구소 경력직 채용,"경력1년↑,대졸↑,경기 성남시,정규직","딥러닝, 인공지능, 모델링, 자연어처리(NLP)",https://www.jobkorea.co.kr/Recruit/Co_Read/C/11231
76,㈜다비오,(주)다비오 SAR 신호처리 엔지니어 채용,"경력2년↑,대졸↑,서울 마포구,정규직","딥러닝, 소프트웨어개발",https://www.jobkorea.co.kr/Recruit/Co_Read/C/12667438
77,㈜하이비젼시스템,딥러닝 엔지니어 경력직 채용,"경력5년↑,석사↑,경기 성남시,정규직","정밀광학, 딥러닝, 이미지프로세싱",https://www.jobkorea.co.kr/Recruit/Co_Read/C/40907539
78,㈜넥슨,[인텔리전스랩스] 글로벌 플랫폼 기획자,"경력3년↑,학력무관,경기 성남시,정규직","빅데이터, 딥러닝, 인공지능, 플랫폼기획, 서비스기획, 시장분석",https://www.jobkorea.co.kr/Recruit/Co_Read/C/167952
